word,class,level,meaning_vi
email,noun,a1,thư điện tử
email,verb,a1,thư điện tử
embark,verb,c1,bắt tay vào
embarrassed,adjective,b1,xấu hổ
embarrassing,adjective,b1,đáng xấu hổ
embarrassment,noun,c1,sự bối rối
embassy,noun,c1,đại sứ quán
embed,verb,c1,nhúng
embody,verb,c1,thể hiện
embrace,verb,b2,ôm
emerge,verb,b2,nổi lên
emergence,noun,c1,sự xuất hiện
emergency,noun,b1,trường hợp khẩn cấp
emission,noun,b2,sự phát thải
emotion,noun,b1,cảm xúc
emotional,adjective,b2,cảm xúc
emotionally,adverb,b2,về mặt cảm xúc
emphasis,noun,b2,sự nhấn mạnh
emphasize,verb,b2,nhấn mạnh
empire,noun,b2,đế chế
empirical,adjective,c1,thực nghiệm
employ,verb,a2,thuê
employee,noun,a2,nhân viên
employer,noun,a2,người sử dụng lao
employment,noun,b1,việc làm
empower,verb,c1,trao quyền
empty,adjective,a2,trống
empty,verb,b1,đổ
enable,verb,b2,kích hoạt
enact,verb,c1,ban hành
encompass,verb,c1,bao gồm
encounter,noun,b2,sự gặp gỡ
encounter,verb,b2,gặp thình lình
encourage,verb,b1,khuyến khích
encouragement,noun,c1,sự khuyến khích
encouraging,adjective,c1,khuyến khích
end,noun,a1,sự kết thúc
end,verb,a1,kết thúc
endeavour,noun,c1,nỗ lực
ending,noun,a2,kết thúc
endless,adjective,c1,vô tận
endorse,verb,c1,tán thành
endorsement,noun,c1,sự chứng thực
endure,verb,c1,chịu đựng
enemy,noun,b1,kẻ thù
energy,noun,a2,năng lượng
enforce,verb,c1,thực thi
enforcement,noun,c1,sự thực thi
engage,verb,b2,tham gia
engaged,adjective,b1,tham gia
engagement,noun,c1,sự đính hôn
engaging,adjective,c1,hấp dẫn
engine,noun,a2,động cơ
engineer,noun,a2,kỹ sư
engineering,noun,b1,kỹ thuật
enhance,verb,b2,tăng cường
enjoy,verb,a1,tận hưởng
enjoyable,adjective,b2,thú vị
enormous,adjective,a2,rất lớn
enough,adverb,a1,đủ
enough,determiner,a1,đủ
enough,pronoun,a1,đủ
enquire,verb,c1,hỏi thăm
enquiry,noun,b2,cuộc điều tra
enrich,verb,c1,làm phong phú thêm
enrol,verb,c1,ghi danh
ensue,verb,c1,xảy ra sau đó
ensure,verb,b2,đảm bảo
enter,verb,a2,nhập
enterprise,noun,c1,doanh nghiệp
entertain,verb,b1,giải trí
entertaining,adjective,b2,giải trí
entertainment,noun,b1,giải trí
enthusiasm,noun,b2,sự nhiệt tình
enthusiast,noun,c1,người đam mê
enthusiastic,adjective,b2,nhiệt tình
entire,adjective,b2,toàn bộ
entirely,adverb,b2,hoàn toàn
entitle,verb,c1,quyền
entity,noun,c1,thực thể
entrance,noun,b1,lối vào
entrepreneur,noun,b2,doanh nhân
entry,noun,b1,sự vào
envelope,noun,b2,phong bì
environment,noun,a2,môi trường
environmental,adjective,b1,môi trường
epidemic,noun,c1,dịch bệnh
episode,noun,b1,tập
equal,adjective,b1,ngang
equal,noun,b2,người ngang hàng
equal,verb,b1,bằng
equality,noun,c1,sự bình đẳng
equally,adverb,b1,bằng nhau
equation,noun,c1,phương trình
equip,verb,b2,trang bị
equipment,noun,a2,thiết bị
equivalent,adjective,b2,tương đương
equivalent,noun,b2,vật tương đương
era,noun,b2,thời đại
erect,verb,c1,dựng lên
error,noun,a2,lỗi
erupt,verb,b2,bùng nổ
escalate,verb,c1,leo thang
escape,noun,b1,sự trốn thoát
escape,verb,b1,trốn thoát
especially,adverb,a2,đặc biệt
essay,noun,a2,bài luận
essence,noun,c1,bản chất
essential,adjective,b1,thiết yếu
essentially,adverb,b2,về cơ bản
establish,verb,b2,thiết lập
establishment,noun,c1,sự thành lập
estate,noun,b2,bất động sản
estimate,noun,b2,sự đánh giá
estimate,verb,b2,đánh giá
eternal,adjective,c1,vĩnh cửu
ethic,noun,b2,đạo đức
ethical,adjective,b2,đạo đức
ethnic,adjective,b2,dân tộc
euro,noun,a1,đồng euro
evacuate,verb,c1,sơ tán
evaluate,verb,b2,đánh giá
evaluation,noun,b2,đánh giá
even,adjective,b2,bằng phẳng
even,adverb,a1,ngay cả
evening,noun,a1,buổi tối
event,noun,a1,sự kiện
eventually,adverb,b1,cuối cùng
ever,adverb,a1,bao giờ
every,determiner,a1,mỗi
everybody,pronoun,a1,mọi người
everyday,adjective,a2,hàng ngày
everyone,pronoun,a1,mọi người
everything,pronoun,a1,mọi thứ
everywhere,adverb,a2,khắp mọi nơi
evidence,noun,a2,bằng chứng
evident,adjective,b2,rõ ràng
evil,adjective,b2,xấu
evil,noun,b2,cái xấu
evoke,verb,c1,gợi lên
evolution,noun,b2,sự tiến hóa
evolutionary,adjective,c1,tiến hóa
evolve,verb,b2,phát triển
exact,adjective,a2,chính xác
exactly,adverb,a2,chính xác
exaggerate,verb,c1,phóng đại
exam,noun,a1,kỳ thi
examination,noun,b2,kiểm tra
examine,verb,b1,kiểm tra
example,noun,a1,ví dụ
exceed,verb,b2,vượt quá
excellence,noun,c1,sự xuất sắc
excellent,adjective,a2,xuất sắc
except,conjunction,b1,trừ phi
except,preposition,a2,trừ
exception,noun,b2,ngoại lệ
exceptional,adjective,c1,đặc biệt
excess,adjective,c1,dư thừa
excess,noun,c1,sự vượt quá giới
excessive,adjective,b2,quá mức
exchange,noun,b1,sự đổi
exchange,verb,b1,đổi
excited,adjective,a1,vui mừng
excitement,noun,b1,sự phấn khích
exciting,adjective,a1,thú vị
exclude,verb,b2,loại trừ
exclusion,noun,c1,loại trừ
exclusive,adjective,c1,độc quyền
exclusively,adverb,c1,độc quyền
excuse,noun,b2,lời xin lỗi
excuse,verb,b2,tha lỗi
execute,verb,c1,thực hiện
execution,noun,c1,sự thi hành
executive,adjective,b2,sự thực hiện
executive,noun,b2,quyền hành pháp
exercise,noun,a1,sự thi hành
exercise,verb,a1,tập thể dục
exert,verb,c1,gắng sức
exhibit,noun,b2,vật trưng bày
exhibit,verb,b2,phô bày
exhibition,noun,b1,triển lãm
exile,noun,c1,sự lưu đày
exist,verb,a2,tồn tại
existence,noun,b2,sự tồn tại
exit,noun,b2,sự đi vào
exit,verb,c1,thoát
exotic,adjective,b2,kỳ lạ
expand,verb,b1,mở rộng
expansion,noun,b2,sự mở rộng
expect,verb,a2,mong đợi
expectation,noun,b2,sự mong đợi
expected,adjective,b1,dự kiến ​​
expedition,noun,b1,cuộc thám hiểm
expenditure,noun,c1,chi tiêu
expense,noun,b2,chi phí
expensive,adjective,a1,đắt tiền
experience,noun,a2,kinh nghiệm
experience,verb,b1,trải nghiệm
experienced,adjective,b1,có kinh nghiệm
experiment,noun,a2,cuộc thí nghiệm
experiment,verb,b1,thí nghiệm
experimental,adjective,c1,thử nghiệm
expert,adjective,a2,chuyên môn
expert,noun,a2,nhà chuyên môn
expertise,noun,b2,chuyên môn
expire,verb,c1,hết hạn
explain,verb,a1,giải thích
explanation,noun,a2,lời giải thích
explicit,adjective,c1,rõ ràng
explicitly,adverb,c1,một cách rõ ràng
explode,verb,b1,nổ tung
exploit,verb,b2,khai thác
exploitation,noun,c1,sự bóc lột
exploration,noun,b2,sự thăm dò
explore,verb,b1,khám phá
explosion,noun,b1,vụ nổ
explosive,adjective,c1,nổ
explosive,noun,c1,chất nổ
export,noun,b1,hàng xuất khẩu
export,verb,b1,xuất khẩu
expose,verb,b2,phơi bày
exposure,noun,b2,sự phơi bày
express,verb,a2,diễn đạt
expression,noun,a2,biểu thức
extend,verb,b2,mở rộng
extension,noun,b2,phần mở rộng
extensive,adjective,b2,rộng rãi
extensively,adverb,b2,rộng rãi
extent,noun,b2,phạm vi
external,adjective,b2,bên ngoài
extra,adjective,a1,thêm
extra,adverb,b1,thêm
extra,noun,b1,cái phụ
extract,noun,b2,đoạn trích
extract,verb,c1,trích
extraordinary,adjective,b2,phi thường
extreme,adjective,a2,ở tít đằng đầu
extreme,noun,b2,giới hạn tuyệt đối
extremely,adverb,a2,cực kỳ
extremist,noun,c1,cực đoan
eye,noun,a1,mắt
fabric,noun,b2,vải
fabulous,adjective,b2,tuyệt vời
face,noun,a1,mặt
face,verb,b1,đương đầu
facilitate,verb,c1,tạo điều kiện thuận
facility,noun,b2,cơ sở vật chất
fact,noun,a1,sự thật
faction,noun,c1,phe phái
factor,noun,a2,yếu tố
factory,noun,a2,nhà máy
faculty,noun,c1,khoa
fade,verb,c1,nhạt dần
fail,verb,a2,thất bại
failed,adjective,b2,thất bại
failure,noun,b2,thất bại
fair,adjective,a2,công bằng
fairly,adverb,b1,khá
fairness,noun,c1,sự công bằng
faith,noun,b2,đức tin
fake,adjective,b2,giả
fall,noun,a2,sự rơi
fall,verb,a1,rơi
false,adjective,a1,sai
fame,noun,b2,danh tiếng
familiar,adjective,b1,quen thuộc
family,adjective,a1,gia đình
family,noun,a1,gia đình
famous,adjective,a1,nổi tiếng
fan,noun,a2,người hâm mộ
fancy,adjective,b1,có trang hoàng
fancy,verb,b1,tưởng tượng
fantastic,adjective,a1,tuyệt vời
fantasy,noun,b2,tưởng tượng
far,adjective,b1,xa
far,adverb,a1,xa
fare,noun,b2,giá vé
farm,noun,a1,trại
farm,verb,a2,cày cấy
farmer,noun,a1,nông dân
farming,noun,a2,nông nghiệp
fascinating,adjective,b1,hấp dẫn
fashion,noun,a2,thời trang
fashionable,adjective,b1,thời trang
fast,adjective,a1,chắc chắn
fast,adverb,a1,chắc chắn
fasten,verb,b1,buộc chặt
fat,adjective,a1,được vỗ béo
fat,noun,a2,béo
fatal,adjective,c1,gây tử vong
fate,noun,c1,số phận
father,noun,a1,cha
fault,noun,b2,lỗi
favour,noun,b1,thiện ý
favour,verb,b2,ưu đãi
favourable,adjective,c1,thuận lợi
favourite,adjective,a1,được mến chuộng
favourite,noun,a1,sở thích
fear,noun,a2,sự sợ
fear,verb,b1,sợ
feat,noun,c1,kỳ công
feather,noun,b2,lông vũ
feature,noun,a2,nét đặc biệt
feature,verb,b1,là nét đặc biệt
February,noun,a1,tháng hai
federal,adjective,b2,liên bang
fee,noun,b2,phí
feed,noun,b2,sự ăn
feed,verb,a2,cho ăn
feedback,noun,b2,phản hồi
feeding,noun,,cho ăn
feel,noun,b2,sự sờ mó
feel,verb,a1,sờ mó
feeling,noun,a1,cảm giác
fellow,adjective,b2,đồng nghiệp
female,adjective,a2,cái
female,noun,a2,con cái
feminist,adjective,c1,nhà nữ quyền
feminist,noun,c1,người theo thuyết nam
fence,noun,b1,hàng rào
festival,noun,a1,lễ hội
fever,noun,b2,cơn sốt
few,adjective,a1,ít vài
few,determiner,a1,số ít
few,pronoun,a1,vài
fibre,noun,c1,chất xơ
fiction,noun,a2,tiểu thuyết
field,noun,a2,lĩnh vực
fierce,adjective,c1,khốc liệt
fifteen,number,a1,mười lăm
fifth,ordinal number,a1,thứ năm
fifty,number,a1,năm mươi
fight,noun,a2,sự đấu tranh
fight,verb,a2,đấu tranh
fighting,noun,b1,đánh nhau
figure,noun,a2,hình dáng
figure,verb,b2,hình dung
file,noun,b1,cái giũa
file,verb,b2,tập tin
fill,verb,a1,điền vào
film,noun,a1,màng
film,verb,a2,phủ một lớp màng
film-maker,noun,c1,người làm phim
filter,noun,c1,cái lọc
filter,verb,c1,lọc
final,adjective,a1,cuối cùng
final,noun,a2,số nhiều cuộc đấu
finally,adverb,a2,cuối cùng
finance,noun,b2,tài chính
finance,verb,b2,cấp tiền cho
financial,adjective,b1,tài chính
find,verb,a1,tìm
finding,noun,b2,sự tìm kiếm
fine,adjective,a1,tốt
fine,noun,c1,trời đẹp
fine,verb,c1,lọc cho trong
finger,noun,a2,ngón tay
finish,noun,a2,sự kết thúc
finish,verb,a1,hoàn thành
fire,noun,a1,lửa
fire,verb,b1,đốt cháy
firearm,noun,c1,súng
firefighter,noun,b2,lính cứu hỏa
firework,noun,b2,pháo hoa
firm,adjective,b2,chắc
firm,noun,b2,hãng
firmly,adverb,b2,chắc chắn
first,adverb,a1,trước tiên
first,determiner,a1,đầu tiên
first,noun,a2,thứ nhất
first,ordinal number,a1,đầu tiên
firstly,adverb,a2,thứ nhất
fish,noun,a1,cá
fish,verb,a2,đánh cá
fishing,noun,a2,câu cá
fit,adjective,a2,dùng được
fit,noun,c1,đoạn thơ fytte
fit,verb,a2,hợp
fitness,noun,b1,thể dục
five,number,a1,năm
fix,noun,b2,cách sửa chữa
fix,verb,a2,đóng
fixed,adjective,b1,cố định
fixture,noun,c1,vật cố định
flag,noun,b1,cờ
flame,noun,b2,ngọn lửa
flash,noun,b2,ánh sáng loé lên
flash,verb,b2,loé sáng
flat,adjective,a2,bằng phẳng
flat,noun,a1,dãy phòng
flavour,noun,b2,hương vị
flaw,noun,c1,lỗ hổng
flawed,adjective,c1,thiếu sót
flee,verb,c1,chạy trốn
fleet,noun,c1,hạm đội
flesh,noun,c1,thịt
flexibility,noun,c1,tính linh hoạt
flexible,adjective,b2,linh hoạt
flight,noun,a1,chuyến bay
float,verb,b2,trôi nổi
flood,noun,b1,lũ
flood,verb,b1,làm lụt
floor,noun,a1,tầng
flour,noun,b1,bột mì
flourish,verb,c1,hưng thịnh
flow,noun,b1,sự chảy
flow,verb,b1,chảy
flower,noun,a1,hoa
flu,noun,a2,cúm
fluid,noun,c1,chất lỏng
fly,noun,a2,con ruồi
fly,verb,a1,bay
flying,adjective,a2,bay
flying,noun,a2,sự bay
focus,noun,a2,tiêu điểm
focus,verb,a2,làm tụ vào
fold,noun,b2,nếp gấp
fold,verb,b1,gấp
folding,adjective,b2,gấp
folk,adjective,b1,dân gian
folk,noun,b1,người
follow,verb,a1,theo dõi
following,adjective,a2,tiếp theo
following,noun,b1,sự theo
following,preposition,b2,theo sau
fond,adjective,b2,thích
food,noun,a1,thức ăn
fool,noun,b2,thằng ngốc
foot,noun,a1,chân
footage,noun,c1,đoạn phim
football,noun,a1,bóng đá
for,preposition,a1,cho
forbid,verb,b2,cấm
force,noun,b1,sức
force,verb,b1,dùng vũ lực đối
forecast,noun,b2,sự dự đoán trước
forecast,verb,b2,dự đoán
foreign,adjective,a2,nước ngoài
foreigner,noun,c1,người nước ngoài
forest,noun,a2,rừng
forever,adverb,b1,mãi mãi
forge,verb,c1,rèn
forget,verb,a1,quên
forgive,verb,b2,tha thứ
fork,noun,a2,cái nĩa
form,noun,a1,hình
form,verb,a1,làm thành
formal,adjective,a2,chính thức
format,noun,b2,định dạng
formation,noun,b2,sự hình thành
former,adjective,b2,trước đây
formerly,adverb,b2,trước đây
formula,noun,c1,công thức
formulate,verb,c1,hình thành
forth,adverb,c1,ra
forthcoming,adjective,c1,sắp tới
fortunate,adjective,b2,may mắn
fortunately,adverb,a2,may mắn thay
fortune,noun,b2,vận may
forty,number,a1,bốn mươi
forum,noun,b2,diễn đàn
forward,adjective,b2,ở trước
forward,adverb,a2,về tương lai
fossil,noun,b2,hóa thạch
foster,verb,c1,nuôi dưỡng
found,verb,b2,tìm thấy
foundation,noun,b2,nền tảng
founder,noun,b2,người sáng lập
four,number,a1,bốn
fourteen,number,a1,mười bốn
fourth,ordinal number,a1,thứ tư
fraction,noun,b2,phân số
fragile,adjective,c1,mong manh
fragment,noun,b2,mảnh vỡ
frame,noun,b1,cấu trúc
frame,verb,b1,dàn xếp
framework,noun,b2,khuôn khổ
franchise,noun,c1,nhượng quyền thương mại
frankly,adverb,c1,thẳng thắn
fraud,noun,b2,gian lận
free,adjective,a1,tự do
free,adverb,a2,tự do
free,verb,b2,thả
freedom,noun,b2,tự do
freely,adverb,b2,tự do
freeze,verb,b1,đóng băng
frequency,noun,b2,tần số
frequent,adjective,b2,thường xuyên
frequently,adverb,b1,thường xuyên
fresh,adjective,a2,tươi
Friday,noun,a1,thứ sáu
fridge,noun,a2,tủ lạnh
friend,noun,a1,người bạn
friendly,adjective,a1,thân thiện
friendship,noun,b1,tình bạn
frighten,verb,b1,làm sợ hãi
frightened,adjective,b1,sợ hãi
frightening,adjective,b1,đáng sợ
frog,noun,a2,ếch
from,preposition,a1,từ
front,adjective,a1,đằng trước
front,noun,a1,cái trán
frozen,adjective,b1,đông lạnh
fruit,noun,a1,trái cây
frustrated,adjective,c1,thất vọng
frustrating,adjective,c1,bực bội
frustration,noun,c1,sự thất vọng
fry,verb,b1,chiên
fuel,noun,b1,chất đốt
fuel,verb,b2,cung cấp chất đốt
fulfil,verb,b2,thực hiện
full,adjective,a1,đầy đủ
full-time,adjective,b2,về hoặc trong toàn
full-time,adverb,b2,toàn thời gian
fully,adverb,b2,đầy đủ
fun,adjective,a2,thú vị
fun,noun,a1,sự vui đùa
function,noun,b1,chức năng
function,verb,b2,hoạt động
functional,adjective,c1,chức năng
fund,noun,b2,kho
fund,verb,b2,chuyển những món nợ
fundamental,adjective,b2,cơ bản
fundamentally,adverb,b2,về cơ bản
funding,noun,b2,tài trợ
fundraising,noun,c1,gây quỹ
funeral,noun,c1,tang lễ
funny,adjective,a1,hài hước
fur,noun,b1,lông
furious,adjective,b2,tức giận
furniture,noun,a2,đồ nội thất
further,adjective,a2,xa hơn nữa
further,adverb,b1,xa hơn nữa
furthermore,adverb,b2,hơn nữa
future,adjective,a2,tương lai
future,noun,a1,tương lai
gain,noun,b2,lợi
gain,verb,b2,thu được
gallery,noun,a2,phòng trưng bày
gallon,noun,c1,gallon
gambling,noun,c1,cờ bạc
game,noun,a1,trò chơi
gaming,noun,b2,chơi game
gang,noun,b2,băng đảng
gap,noun,a2,khoảng trống
garage,noun,b1,nhà để xe
garden,noun,a1,khu vườn
gas,noun,a2,khí
gate,noun,a2,cổng
gather,verb,b1,tập hợp
gathering,noun,c1,tập hợp
gay,adjective,b2,đồng tính
gaze,noun,c1,cái nhìn chằm chằm
gaze,verb,c1,nhìn chằm chằm
gear,noun,c1,bánh răng
gender,noun,b2,giới tính
gene,noun,b2,gen
general,adjective,a2,chung
generally,adverb,b1,nói chung
generate,verb,b2,tạo ra
generation,noun,b1,thế hệ
generic,adjective,c1,chung chung
generous,adjective,b1,hào phóng
genetic,adjective,b2,di truyền
genius,noun,b2,thiên tài
genocide,noun,c1,sự diệt chủng
genre,noun,b2,thể loại
gentle,adjective,b1,nhẹ nhàng
gentleman,noun,b1,quý ông
genuine,adjective,b2,chính hãng
genuinely,adverb,b2,thực sự
geography,noun,a1,địa lý
gesture,noun,b2,cử chỉ
get,verb,a1,lấy
ghost,noun,b1,ma
giant,adjective,b1,khổng lồ
giant,noun,b1,người khổng lồ
gift,noun,a2,món quà
gig,noun,b2,buổi biểu diễn
girl,noun,a1,cô gái
girlfriend,noun,a1,bạn gái
give,verb,a1,cho
glad,adjective,b1,vui mừng
glance,noun,c1,quặng bóng
glance,verb,c1,liếc nhìn
glass,noun,a1,kính
glimpse,noun,c1,cái nhìn thoáng qua
global,adjective,b1,toàn cầu
globalization,noun,b2,toàn cầu hóa
globe,noun,b2,quả địa cầu
glorious,adjective,c1,vinh quang
glory,noun,c1,vinh quang
glove,noun,b1,găng tay
go,noun,b1,sự đi
go,verb,a1,đi
goal,noun,a2,mục tiêu
god,noun,a2,chúa
gold,adjective,a2,bằng vàng
gold,noun,a2,vàng
golden,adjective,b2,vàng
golf,noun,a2,chơi gôn
good,adjective,a1,tốt
good,noun,a2,điều thiện
goodbye,exclamation,a1,tạm biệt
goodbye,noun,a1,nói lời chào tạm
goodness,noun,b2,lòng tốt
goods,noun,b1,hàng hóa
gorgeous,adjective,b2,tuyệt đẹp
govern,verb,b2,cai trị
governance,noun,c1,sự cai trị
government,noun,a2,chính phủ
governor,noun,b2,thống đốc
grab,verb,b2,chộp lấy
grace,noun,c1,ân sủng
grade,noun,b1,grát
grade,verb,b2,sắp
gradually,adverb,b2,dần dần
graduate,noun,b1,grad
graduate,verb,b1,chia độ
grain,noun,b1,hạt
grand,adjective,b2,lớn
grandfather,noun,a1,ông nội
grandmother,noun,a1,bà ngoại
grandparent,noun,a1,ông bà
grant,noun,b2,sự cho
grant,verb,b2,cho
graphic,adjective,b2,đồ họa
graphics,noun,b2,đồ họa
grasp,noun,c1,sự túm lấy
grasp,verb,c1,nắm chắc
grass,noun,a2,cỏ
grateful,adjective,b1,biết ơn
grave,adjective,c1,trang nghiêm
grave,noun,c1,mồ
gravity,noun,c1,trọng lực
great,adjective,a1,tuyệt vời
greatly,adverb,b2,rất nhiều
green,adjective,a1,xanh lá cây
green,noun,a1,màu xanh lá cây
greenhouse,noun,b2,nhà kính
greet,verb,a2,chào
grey,adjective,a1,xám
grey,noun,a1,màu xám
grid,noun,c1,lưới
grief,noun,c1,đau buồn
grin,noun,c1,cái nhăn mặt nhe
grin,verb,c1,nhe răng ra nhăn
grind,verb,c1,xay
grip,noun,c1,rãnh nhỏ
grip,verb,c1,nắm chặt
grocery,noun,b2,cửa hàng tạp hóa
gross,adjective,c1,thô
ground,noun,a2,mặt đất
group,noun,a1,nhóm
grow,verb,a1,lớn lên
growth,noun,b1,sự tăng trưởng
guarantee,noun,b2,sự bảo đảm
guarantee,verb,b2,bảo đảm
guard,noun,b1,sự thủ thế
guard,verb,b1,bảo vệ
guerrilla,noun,c1,du kích
guess,noun,a1,sự đoán
guess,verb,a1,đoán
guest,noun,a2,khách
guidance,noun,c1,hướng dẫn
guide,noun,a2,người chỉ dẫn
guide,verb,a2,dẫn đường
guideline,noun,b2,hướng dẫn
guilt,noun,c1,tội lỗi
guilty,adjective,b1,có tội
guitar,noun,a1,đàn ghi-ta
gun,noun,a2,súng
gut,noun,c1,ruột
guy,noun,a2,chàng trai
gym,noun,a1,phòng tập thể dục
habit,noun,a2,thói quen
habitat,noun,b2,môi trường sống
hail,verb,c1,mưa đá
hair,noun,a1,tóc
half,adverb,a2,nửa
half,determiner,a1,một nửa
half,noun,a1,nửa
half,pronoun,a1,một nửa
halfway,adverb,c1,nửa chừng
hall,noun,a2,hội trường
halt,noun,c1,sự tạm nghỉ
halt,verb,c1,dừng chân
hand,noun,a1,tay
hand,verb,b1,đưa
handful,noun,c1,một nắm
handle,noun,b2,cán
handle,verb,b2,cầm
handling,noun,c1,xử lý
handy,adjective,c1,tiện dụng
hang,verb,b1,treo
happen,verb,a1,xảy ra
happily,adverb,a2,vui vẻ
happiness,noun,b1,hạnh phúc
happy,adjective,a1,hạnh phúc
harassment,noun,c1,quấy rối
harbour,noun,b2,bến cảng
hard,adjective,a1,cứng
hard,adverb,a1,hết sức cố gắng
hardly,adverb,b1,khó
hardware,noun,c1,phần cứng
harm,noun,b2,hại
harm,verb,b2,làm hại
harmful,adjective,b2,có hại
harmony,noun,c1,sự hài hòa
harsh,adjective,c1,khắc nghiệt
harvest,noun,c1,việc gặt
harvest,verb,c1,gặt hái
hat,noun,a1,cái mũ
hate,noun,b1,lòng căm thù
hate,verb,a1,căm thù
hatred,noun,c1,sự căm ghét
haunt,verb,c1,ám ảnh
have,verb,a1,có
have,auxiliary verb,a2,có
have to,modal verb,a1,phải
hazard,noun,c1,nguy hiểm
he,pronoun,a1,anh ấy
head,noun,a1,cái đầu
head,verb,b1,làm đầu
headache,noun,a2,đau đầu
headline,noun,b1,tiêu đề
headquarters,noun,b2,trụ sở
heal,verb,b2,chữa lành
health,noun,a1,sức khỏe
healthcare,noun,b2,chăm sóc sức khỏe
healthy,adjective,a1,khỏe mạnh
hear,verb,a1,nghe
hearing,noun,b2,thính giác
heart,noun,a2,trái tim
heat,noun,a2,hơi nóng
heat,verb,a2,đốt nóng
heating,noun,b1,sưởi ấm
heaven,noun,b2,thiên đường
heavily,adverb,b1,nặng nề
heavy,adjective,a2,nặng
heel,noun,b2,gót chân
height,noun,a2,chiều cao
heighten,verb,c1,nâng cao
helicopter,noun,b1,máy bay trực thăng
hell,noun,b2,địa ngục
hello,exclamation,a1,xin chào
hello,noun,a1,tiếng chào
helmet,noun,b2,mũ bảo hiểm
help,noun,a1,sự giúp đỡ
help,verb,a1,giúp đỡ
helpful,adjective,a2,hữu ích
hence,adverb,b2,do đó
her,determiner,a1,cô ấy
her,pronoun,a1,cô ấy
herb,noun,b2,thảo mộc
here,adverb,a1,đây
heritage,noun,c1,di sản
hero,noun,a2,anh hùng
hers,pronoun,a2,của cô ấy
herself,pronoun,a2,chính cô ấy
hesitate,verb,b2,do dự
hey,exclamation,a1,này
hi,exclamation,a1,xin chào
hidden,adjective,b2,ẩn
hide,verb,a2,ẩn
hierarchy,noun,c1,thứ bậc
high,adjective,a1,cao
high,adverb,a2,cao
high,noun,b2,độ cao
high-profile,adjective,c1,cao cấp
highlight,noun,b1,chỗ nổi bật nhất
highlight,verb,b1,làm nổi bật
highly,adverb,b1,rất cao
highway,noun,b2,đường cao tốc
hilarious,adjective,b2,vui nhộn
hill,noun,a2,ngọn đồi
him,pronoun,a1,anh ấy
himself,pronoun,a2,chính mình
hint,noun,c1,lời gợi ý
hint,verb,c1,gợi ý nhẹ nhàng
hip,noun,b2,hông
hire,noun,b2,sự thuê
hire,verb,b1,thuê
his,determiner,a1,của anh ấy
his,pronoun,a2,của anh ấy
historian,noun,b2,nhà sử học
historic,adjective,b1,lịch sử
historical,adjective,b1,lịch sử
history,noun,a1,lịch sử
hit,noun,a2,đòn
hit,verb,a2,đánh
hobby,noun,a1,sở thích
hockey,noun,a2,khúc côn cầu
hold,noun,b2,khoang
hold,verb,a2,cầm
hole,noun,a2,lỗ
holiday,noun,a1,kỳ nghỉ
hollow,adjective,b2,rỗng
holy,adjective,b2,thánh thiện
home,adjective,a2,gia đình
home,adverb,a1,về nhà
home,noun,a1,nhà
homeland,noun,c1,quê hương
homeless,adjective,b2,vô gia cư
homework,noun,a1,bài tập về nhà
honest,adjective,b1,trung thực
honesty,noun,b2,sự trung thực
honour,noun,b2,danh dự
honour,verb,b2,tôn kính
hook,noun,b2,cái móc
hook,verb,c1,móc vào
hope,noun,a2,hy vọng
hope,verb,a1,hy vọng
hopeful,adjective,c1,đầy hy vọng
hopefully,adverb,b2,hy vọng
horizon,noun,c1,chân trời
horn,noun,c1,sừng
horrible,adjective,b1,khủng khiếp
horror,noun,b1,sự kinh hoàng
horse,noun,a1,ngựa
hospital,noun,a1,bệnh viện
host,noun,b1,chủ nhà
host,verb,b2,làm chủ tiệc
hostage,noun,c1,con tin
hostile,adjective,c1,thù địch
hostility,noun,c1,sự thù địch
hot,adjective,a1,nóng
hotel,noun,a1,khách sạn
hour,noun,a1,giờ
house,noun,a1,nhà ở
house,verb,b2,đón tiếp ở nhà
household,noun,b2,hộ gia đình
housing,noun,b2,nhà ở
how,adverb,a1,như thế nào
however,adverb,a1,tuy nhiên
huge,adjective,a2,rất lớn
human,adjective,a2,con người
human,noun,a2,con người
humanitarian,adjective,c1,nhân đạo
humanity,noun,c1,nhân loại
humble,adjective,c1,khiêm tốn
humorous,adjective,b2,hài hước
humour,noun,b2,sự hài hước
hundred,number,a1,trăm
hunger,noun,b2,cơn đói
hungry,adjective,a1,đói
hunt,noun,b2,cuộc đi săn
hunt,verb,b1,săn bắn
hunting,noun,b2,săn bắn
hurricane,noun,b1,cơn bão
hurry,noun,b1,sự vội vàng
hurry,verb,b1,thúc giục
hurt,adjective,a2,làm tổn thương
hurt,noun,b2,vết thương
hurt,verb,a2,làm bị thương
husband,noun,a1,chồng
hydrogen,noun,c1,hydro
hypothesis,noun,b2,giả thuyết
I,pronoun,a1,tôi
ice,noun,a1,băng
ice cream,noun,a1,kem
icon,noun,b2,biểu tượng
ID,noun,b2,id
idea,noun,a1,ý tưởng
ideal,adjective,a2,quan niệm
ideal,noun,b2,lý tưởng
identical,adjective,b2,giống hệt nhau
identification,noun,c1,nhận dạng
identify,verb,a2,xác định
identity,noun,b1,danh tính
ideological,adjective,c1,hệ tư tưởng
ideology,noun,c1,hệ tư tưởng
idiot,noun,c1,thằng ngốc
if,conjunction,a1,nếu
ignorance,noun,c1,sự thiếu hiểu biết
